"Receiver" "Is read" "Sender" "Sent Date" "Sent Time" "Receive Date" "Receive Time" "Subject" "Content" "Message Item" "Mailbox Item" "Mailbox From" "Mailbox Sender" "Mailbox Receiver" "Is Read by Receiver" "Message Key" "Mailbox Type"
" "248" "291" "outbox" "outbox" "inbox" "+" "242739843473192" "outbox"
"oberker" "+" "aguder" "2010-05-06" "23:22:22" "2010-05-06" "23:22:22" "No Subject" "¨ñx|/&Ìzı˜5òÑQØ‡[®ÈZé_ö·˘˘¬Ò0∏Da0W*{" "252" "292" "outbox" "outbox" "outbox" "+" "186032912692801" "outbox"
"oberker" "+" "aguder" "2010-05-06" "23:22:22" "2010-05-06" "23:22:22" "No Subject" "¨ñx|/&Ìzı˜5òÑQØ‡[®ÈZé_ö·˘˘¬Ò0∏Da0W*{" "252" "294" "inbox" "outbox" "outbox" "+" "186032912692801" "outbox"
"" "+" "o_tugrul" "2010-04-28" "23:02:17" "2010-04-28" "23:02:17" "No subject" "jkl" "149" "71" "outbox" "draft" "draft" "+" "notenc" "draft"
"aguder" "+" "EGHPP System" "2010-04-29" "11:50:25" "2010-04-29" "11:50:25" "report:notsent" "Message is not delivered to :'oberkert' Beceause 'oberkert' is not registered in the system" "154" "72" "inbox" "outbox" "outbox" "-" "notenc" "draft"
"oberker" "+" "admin" "2010-04-29" "18:03:20" "2010-04-29" "18:03:20" "hat   78" "6H3ë˚z˜—Ä/‡X÷Ó<Î˙N#ö¯0öklÌ" "161" "73" "inbox" "outbox" "draft" "+" "238821600840280" "draft"
"oberker" "+" "admin" "2010-05-02" "14:05:04" "2010-05-02" "14:05:04" "No subject" "bu ≈üekilde daha iyi oturur" "179" "80" "outbox" "draft" "draft" "+" "notenc" "draft"
"fgfg" "+" "admin" "2010-05-03" "02:20:14" "2010-05-03" "02:20:14" "'olacak'" "Bu da 'olacak" "199" "89" "outbox" "outbox" "draft" "+" "notenc" "draft"
"aguder" "+" "admin" "2010-05-03" "01:47:10" "2010-05-03" "01:47:10" "'≈üifreli deneme'" "JE·üÂ*C¢‰Xj]'‡j£æ-êËP©®:Å" "194" "90" "outbox" "draft" "inbox" "+" "309084826187424" "draft"
"admin" "+" "EGHPP System" "2010-05-03" "10:56:40" "2010-05-03" "10:56:40" "report:sent" "Message is sent successfully to :o_tugrul
Receive Date: 2010-05-03
Receive Time: 10:56:40
Subject: fgh" "207" "91" "inbox" "outbox" "draft" "-" "notenc" "draft"
"admin" "+" "admin" "2010-05-03" "10:11:26" "2010-05-03" "10:11:26" "√∂√∂√ß" "R|?˚K" "201" "92" "inbox" "outbox" "draft" "+" "299471363185294" "draft"
"" "+" "aguder" "2010-05-03" "14:06:08" "2010-05-03" "14:06:08" "No subject" "dfsdfd" "216" "93" "outbox" "outbox" "draft" "+" "notenc" "draft"
"oberker" "+" "admin" "2010-05-03" "14:11:41" "2010-05-03" "14:11:41" "we" "zf˚y>9àœ⁄" "217" "97" "inbox" "outbox" "draft" "+" "296100533315581" "draft"
"oberkert" "+" "aguder" "2010-04-29" "11:50:25" "2010-04-29" "11:50:25" "5678  fdfdfd" "µ‚ı≠ìE‡)Ñ7ﬁm¨!ŒO°ThÕÓX∆bß
˝ﬁΩ(Z:’" "153" "91" "outbox" "deleted" "inbox" "-" "208318346214332" "deleted"
"oberker" "+" "aguder" "2010-05-01" "17:37:29" "2010-05-01" "17:37:29" "errrrr" "hfghfgh ghfhfghf" "174" "92" "outbox" "deleted" "inbox" "-" "notenc" "deleted"
"aguder" "+" "EGHPP System" "2010-04-29" "11:49:31" "2010-04-29" "11:49:31" "report:sent" "Message is sent successfully to :oberker
Receive Date: 2010-04-29
Receive Time: 11:49:31
Subject: 3434  fgfg" "152" "93" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"aguder" "+" "EGHPP System" "2010-04-28" "22:57:58" "2010-04-28" "22:57:58" "report:sent" "Message is sent successfully to :oberker
Receive Date: 2010-04-28
Receive Time: 22:57:58
Subject: No Subject" "145" "95" "inbox" "outbox" "inbox" "-" "notenc" "deleted"
"aguder" "+" "EGHPP System" "2010-04-28" "23:29:12" "2010-04-28" "23:29:12" "report:read" "Message is read from :oberker
Subject: No Subject" "150" "97" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"oberker" "+" "aguder" "2010-04-29" "11:49:31" "2010-04-29" "11:49:31" "3434  fgfg" "gÜG‹<±Ï*pı:æå_0Ê3Å[u®Ù'" "151" "99" "outbox" "deleted" "deleted" "+" "182932218998418" "deleted"
"o_tugrul" "+" "aguder" "2010-05-01" "12:53:28" "2010-05-01" "12:53:28" "√ñnemli" "Evraklar duruyor mu?" "171" "100" "outbox" "deleted" "inbox" "+" "notenc" "deleted"
"aguder" "-" "EGHPP System" "2010-04-28" "22:57:58" "2010-04-28" "22:57:58" "report:sent" "Message is sent successfully to :oberker
Receive Date: 2010-04-28
Receive Time: 22:57:58
Subject: No Subject" "145" "101" "inbox" "outbox" "inbox" "-" "notenc" "deleted"
"aguder" "+" "EGHPP System" "2010-05-01" "17:37:29" "2010-05-01" "17:37:29" "report:sent" "Message is sent successfully to :oberker
Receive Date: 2010-05-01
Receive Time: 17:37:29
Subject: errrrr" "175" "102" "inbox" "outbox" "inbox" "-" "notenc" "deleted"
"aguder" "-" "EGHPP System" "2010-05-01" "12:53:28" "2010-05-01" "12:53:28" "report:sent" "Message is sent successfully to :o_tugrul
Receive Date: 2010-05-01
Receive Time: 12:53:28
Subject: √ñnemli" "172" "103" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"aguder" "-" "EGHPP System" "2010-05-01" "12:53:49" "2010-05-01" "12:53:49" "report:read" "Message is read from :o_tugrul
Subject: √ñnemli" "173" "104" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"" "+" "aguder" "2010-05-01" "18:01:58" "2010-05-01" "18:01:58" "sadece taslak" "hatalarƒ± g√∂rebildim." "176" "106" "outbox" "deleted" "draft" "+" "notenc" "deleted"
"aguder" "+" "EGHPP System" "2010-04-29" "11:51:02" "2010-04-29" "11:51:02" "report:read" "Message is read from :oberker
Subject: 3434  fgfg" "155" "107" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"oberker" "+" "EGHPP System" "2010-05-02" "21:31:20" "2010-05-02" "21:31:20" "report:sent" "Message is sent successfully to :aguder
Receive Date: 2010-05-02
Receive Time: 21:31:20
Subject: iki dosya" "184" "108" "inbox" "outbox" "inbox" "-" "notenc" "deleted"
"oberker" "+" "admin" "2010-05-01" "00:26:23" "2010-05-01" "00:26:23" "ba≈üka deneme" "≈üirket ile ilgili dosyalarƒ± yollayabilirmisin
" "166" "109" "inbox" "inbox" "deleted" "+" "notenc" "deleted"
"oberker" "+" "aguder" "2010-04-29" "11:49:31" "2010-04-29" "11:49:31" "3434  fgfg" "gÜG‹<±Ï*pı:æå_0Ê3Å[u®Ù'" "151" "110" "inbox" "deleted" "deleted" "+" "182932218998418" "deleted"
"aguder" "+" "oberker" "2010-05-02" "22:00:49" "2010-05-02" "22:00:49" "Bir sorun" "Ufak bir probmlem var sanki. Bakabilirmisin. " "185" "111" "outbox" "deleted" "inbox" "-" "notenc" "deleted"
"aguder" "+" "aguder" "2010-05-01" "18:10:22" "2010-05-01" "18:10:22" "deneme" "deneme mesajƒ±" "177" "112" "outbox" "inbox" "deletedcomplete" "-" "notenc" "deleted"
"admin" "+" "EGHPP System" "2010-05-03" "01:49:00" "2010-05-03" "01:49:00" "report:sent" "Message is sent successfully to :aguder
Receive Date: 2010-05-03
Receive Time: 01:49:00
Subject: ba≈üka i≈ü" "198" "115" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"admin" "+" "EGHPP System" "2010-05-03" "13:19:44" "2010-05-03" "13:19:44" "report:sent" "Message is sent successfully to :aguder
Receive Date: 2010-05-03
Receive Time: 13:19:44
Subject: deee" "211" "117" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"aguder" "-" "EGHPP System" "2010-05-03" "15:48:30" "2010-05-03" "15:48:30" "report:read" "Message is read from :oberker
Subject: fdgdfg" "228" "119" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"aguder" "+" "EGHPP System" "2010-05-03" "15:47:38" "2010-05-03" "15:47:38" "report:sent" "Message is sent successfully to :oberker
Receive Date: 2010-05-03
Receive Time: 15:47:38
Subject: fdgdfg" "227" "120" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"oberker" "-" "EGHPP System" "2010-05-06" "14:10:18" "2010-05-06" "14:10:18" "report:sent" "Message is sent successfully to :o_tugrul
Receive Date: 2010-05-06
Receive Time: 14:10:18
Subject: No Subject" "236" "122" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"oberker" "-" "EGHPP System" "2010-05-06" "14:10:18" "2010-05-06" "14:10:18" "report:sent" "Message is sent successfully to :aguder
Receive Date: 2010-05-06
Receive Time: 14:10:18
Subject: No Subject" "235" "123" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"oberker" "+" "EGHPP System" "2010-05-03" "14:50:50" "2010-05-03" "14:50:50" "report:notsent" "Message is not delivered to :'erret' Beceause 'erret' is not registered in the system" "225" "124" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"oberker" "-" "EGHPP System" "2010-05-03" "14:32:51" "2010-05-03" "14:32:51" "report:sent" "Message is sent successfully to :o_tugrul
Receive Date: 2010-05-03
Receive Time: 14:32:51
Subject: ghghgh" "221" "125" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"oberker" "+" "aguder" "2010-05-06" "14:50:59" "2010-05-06" "14:50:59" "fgkl" "hj
bn" "241" "126" "inbox" "outbox" "deleted" "+" "notenc" "deleted"
"oberker" "+" "EGHPP System" "2010-05-06" "14:10:38" "2010-05-06" "14:10:38" "report:read" "Message is read from :aguder
Subject: No Subject" "237" "127" "inbox" "outbox" "deleted" "-" "notenc" "deleted"
"" "+" "admin" "2010-05-07" "03:04:18" "2010-05-07" "03:04:18" "sonra gelicek" "taslak sonra g√∂ndericem
Bilginize" "5830" "128" "outbox" "deleted" "draft" "+" "notenc" "deleted"
"admin" "-" "EGHPP System" "2010-05-03" "00:41:38" "2010-05-03" "00:41:38" "report:sent" "Message is sent successfully to :aguder
Receive Date: 2010-05-03
Receive Time: 00:41:38
Subject: No subject" "189" "4" "inbox" "outbox" "deletedcomplete" "-" "notenc" "deletedcompletely"
"aguder" "+" "admin" "2010-05-02" "14:05:04" "2010-05-02" "14:05:04" "No subject" "bu ≈üekilde daha iyi oturur" "179" "5" "inbox" "draft" "deletedcomplete" "+" "notenc" "deletedcompletely"
"aguder" "-" "aguder" "2010-05-01" "18:10:22" "2010-05-01" "18:10:22" "deneme" "deneme mesajƒ±" "177" "6" "inbox" "inbox" "deletedcomplete" "-" "notenc" "deletedcompletely"
"oberker" "-" "aguder" "2010-05-03" "15:47:38" "2010-05-03" "15:47:38" "fdgdfg" "$!Ïs	é◊çY" "226" "7" "inbox" "outbox" "deletedcomplete" "+" "265675381794078" "deletedcompletely"
"" "+" "o_tugrul" "2010-04-28" "23:02:17" "2010-04-28" "23:02:17" "No subject" "jkl" "149" "30" "draft" "draft" "draft" "+" "notenc" "drafttoreceiver"
"" "+" "aguder" "2010-05-01" "18:01:58" "2010-05-01" "18:01:58" "sadece taslak" "hatalarƒ± g√∂rebildim." "176" "31" "draft" "deleted" "draft" "+" "notenc" "drafttoreceiver"
"oberker" "+" "admin" "2010-05-02" "14:05:04" "2010-05-02" "14:05:04" "No subject" "bu ≈üekilde daha iyi oturur" "179" "32" "draft" "draft" "draft" "+" "notenc" "drafttoreceiver"
"aguder" "+" "admin" "2010-05-02" "14:05:04" "2010-05-02" "14:05:04" "No subject" "bu ≈üekilde daha iyi oturur" "179" "33" "draft" "draft" "deletedcomplete" "+" "notenc" "drafttoreceiver"
"fgfg" "+" "admin" "2010-05-03" "02:20:14" "2010-05-03" "02:20:14" "'olacak'" "Bu da 'olacak" "199" "34" "draft" "outbox" "draft" "+" "notenc" "drafttoreceiver"
"" "+" "aguder" "2010-05-03" "14:06:08" "2010-05-03" "14:06:08" "No subject" "dfsdfd" "216" "35" "draft" "outbox" "draft" "+" "notenc" "drafttoreceiver"
"" "+" "admin" "2010-05-07" "03:04:18" "2010-05-07" "03:04:18" "sonra gelicek" "taslak sonra g√∂ndericem
Bilginize" "5830" "36" "draft" "deleted" "draft" "+" "notenc" "drafttoreceiver"
